ID,Address,Zip_Code,beds,baths,Area,Amount_dollar,Rate_dollar_sqft
769,4151-George-Ave-Apt-4_San-Mateo_CA_94403_M18109-50479,94403,2,2,1040,788000,757.7
770,4208-George-Ave-Apt-2_San-Mateo_CA_94403_M27971-82274,94403,2,2,1040,775000,745.2
771,425-N-El-Camino-Real-Unit-409_San-Mateo_CA_94401_M29207-97624,94401,2,2,1317,998000,757.8
772,418-Chapman-Ln_San-Mateo_CA_94403_M19394-70593,94403,3,3,1350,1399000,1036.3
773,14-Murray-Ct_San-Mateo_CA_94403_M18081-63757,94403,3,1,1370,1375000,1003.6
774,412-Mawing-Rd_San-Mateo_CA_94403_M28449-46510,94403,2,2.5,1372,1416000,1032.1
775,2081-Vista-del-Mar_San-Mateo_CA_94404_M29282-09328,94404,2,2,1374,998000,726.3
776,1248-Terminal-Pl_San-Mateo_CA_94401_M21483-35503,94401,3,2,959,1229000,1281.5
777,1432-Overland-Dr_San-Mateo_CA_94403_M25958-39461,94403,4,2.5,2310,1998000,864.9
778,1951-Ofarrell-St-Apt-308_San-Mateo_CA_94403_M13437-84623,94403,2,2,1195,948000,793.3
779,816-Wharfside-Rd_San-Mateo_CA_94404_M17082-08275,94404,2,2,1230,1129000,917.9
780,741-Fallon-Ave_San-Mateo_CA_94401_M17540-10045,94401,3,3,1320,1298000,983.3
781,201-Harrison-St-Apt-908_San-Francisco_CA_94105_M13812-55972,94105,1,1,544,748888,1376.6
782,110-Elsie-St_San-Francisco_CA_94110_M19576-85571,94110,4,3.5,2202,2800000,1271.6
783,106-Aptos-Ave_San-Francisco_CA_94127_M25310-07574,94127,3,2,2148,1575000,733.2
784,88-King-St-Unit-1408_San-Francisco_CA_94107_M13011-39818,94107,3,2,1350,1349000,999.3
785,191-Caselli-Ave_San-Francisco_CA_94114_M17164-11338,94114,3,2,1697,1875000,1104.9
786,686-S-Van-Ness-Ave_San-Francisco_CA_94110_M17917-93489,94110,3,1,1260,1150000,912.7
787,6470-Frederick-St_San-Francisco_CA_94117_M18439-80882,94117,1,1,590,749000,1269.5
788,1483-McAllister-St_San-Francisco_CA_94115_M21198-34761,94115,3,1,1495,1249000,835.5
789,314-Dorantes-Ave_San-Francisco_CA_94116_M21926-70083,94116,2,2,1497,1495000,998.7
790,4338-26th-St_San-Francisco_CA_94131_M28523-80839,94131,4,2.5,2000,2648000,1324.0
791,720-York-St-Unit-212_San-Francisco_CA_94110_M21360-89010,94110,1,1,720,748000,1038.9
792,2824-21st-St_San-Francisco_CA_94110_M29446-50943,94110,3,2,1713,1899000,1108.6
793,88-King-St-Unit-1407_San-Francisco_CA_94107_M13011-02552,94107,3,3.5,3596,2995000,832.9
794,2135-California-St-Unit-A_San-Francisco_CA_94115_M95716-64707,94115,4,4,2182,2295000,1051.8
795,555-4th-St-Unit-747_San-Francisco_CA_94107_M13737-45003,94107,Studio,1,454,599000,1319.4
796,2818-Yorba-St_San-Francisco_CA_94116_M28870-57761,94116,4,2,1949,1249000,640.8
797,130-Pixley-St_San-Francisco_CA_94123_M25909-04765,94123,2,2.5,1380,1595000,1155.8
798,1126-Irving-St_San-Francisco_CA_94122_M16249-57566,94122,3,2,1838,1700000,924.9
799,1212-19th-St_San-Francisco_CA_94107_M20147-51101,94107,3,2,1740,1800000,1034.5
800,643-Natoma-St_San-Francisco_CA_94103_M20678-15905,94103,3,1,830,995000,1198.8
801,609-16th-Ave_San-Francisco_CA_94118_M17827-04301,94118,4,1.5,1926,1595000,828.1
802,1206-18th-St_San-Francisco_CA_94107_M18889-04013,94107,3,3.5,2736,3299000,1205.8
803,1410-15th-St_San-Francisco_CA_94103_M12767-90087,94103,3,2,1490,1299000,871.8
804,530-Junipero-Serra-Blvd_San-Francisco_CA_94127_M13157-34221,94127,5,4,2473,1850000,748.1
805,2546-32nd-Ave_San-Francisco_CA_94116_M14531-38826,94116,3,1,1546,1249000,807.9
806,1460-Clayton-St_San-Francisco_CA_94114_M24337-37318,94114,3,3,2265,1610000,710.8
807,643-Campbell-Ave_San-Francisco_CA_94134_M15998-72512,94134,3,1,1182,899000,760.6
808,1466-Oakdale-Ave_San-Francisco_CA_94124_M27517-11007,94124,3,1,1200,748000,623.3
809,116-Laidley-St_San-Francisco_CA_94131_M18725-92567,94131,2,2,2415,2895000,1198.8
810,8-Buchanan-St-Unit-612_San-Francisco_CA_94102_M19407-69276,94102,2,1,1107,1195000,1079.5
811,26-Naylor-St_San-Francisco_CA_94112_M24686-27535,94112,3,1.5,1796,1195000,665.4
812,8-Buchanan-St-Unit-304_San-Francisco_CA_94102_M13788-56947,94102,1,1,633,690000,1090.0
813,484-Clipper-St_San-Francisco_CA_94114_M18900-33028,94114,4,2,2128,1495000,702.5
814,425-1st-St-Unit-802_San-Francisco_CA_94105_M13658-47069,94105,2,2,1309,1395000,1065.7
815,3944-3948-18th-St_San-Francisco_CA_94114_M16704-88324,94114,3,2,1275,1050000,823.5
816,718-Long-Bridge-St-Apt-514_San-Francisco_CA_94158_M14308-05671,94158,3,3,1958,2995000,1529.6
817,535-Girard-St_San-Francisco_CA_94134_M28173-62225,94134,4,2,1125,790000,702.2
818,2691-24th-Ave_San-Francisco_CA_94116_M16634-30540,94116,3,2,1425,1199999,842.1
819,1000-N-Point-St-Apt-1608_San-Francisco_CA_94109_M17681-62327,94109,2,2,1221,1995000,1633.9
820,1250-Jones-St-Unit-1802_San-Francisco_CA_94109_M16271-53108,94109,2,2,1475,2275000,1542.4
821,50-Circular-Ave_San-Francisco_CA_94131_M16137-61336,94131,Studio,1,920,999000,1085.9
822,1583-46th-Ave_San-Francisco_CA_94122_M12092-44605,94122,3,2,1300,1089000,837.7
823,72-Putnam-St_San-Francisco_CA_94110_M16528-76054,94110,2,2,1278,1275000,997.7
824,1408-1410-Cabrillo-St_San-Francisco_CA_94118_M10991-72383,94118,4,2,3104,1950000,628.2
825,354-24th-Ave-3_San-Francisco_CA_94121_M28666-40152,94121,3,2,2500,1698000,679.2
826,1701-Jackson-St-Apt-506_San-Francisco_CA_94109_M28741-30606,94109,2,2,1108,1259000,1136.3
827,34-W-Clay-St_San-Francisco_CA_94121_M15647-47175,94121,5,4,5395,6250000,1158.5
828,22-Presidio-Ave_San-Francisco_CA_94115_M28145-31724,94115,3,2.5,2380,3995000,1678.6
829,31-Justin-Dr_San-Francisco_CA_94112_M21337-55777,94112,2,1,1500,1749000,1166.0
830,539-Hamilton-St_San-Francisco_CA_94134_M11336-01039,94134,3,2,2433,1188000,488.3
831,1230-19th-Ave-C_San-Francisco_CA_94122_M21573-03114,94122,2,2,912,998000,1094.3
832,3352-24th-St_San-Francisco_CA_94110_M26230-73771,94110,3,2,1750,1695000,968.6
833,1545-Pine-St-Apt-504_San-Francisco_CA_94109_M90754-82723,94109,Studio,1,630,829000,1315.9
834,45-Bartlett-St-Unit-408_San-Francisco_CA_94110_M19205-60833,94110,2,2,905,1049000,1159.1
835,305-Bridgeview-Dr_San-Francisco_CA_94124_M29423-63569,94124,2,1,987,875000,886.5
836,38-Bryant-St-Apt-901_San-Francisco_CA_94105_M18015-15378,94105,1,1,666,879000,1319.8
837,1930-Mission-St-16_San-Francisco_CA_94103_M18724-32434,94103,2,1,776,759000,978.1
838,1446-Underwood-Ave_San-Francisco_CA_94124_M22028-95472,94124,5,3,1918,998000,520.3
839,95-Melrose-Ave_San-Francisco_CA_94131_M17719-74858,94131,3,2,1325,1598000,1206.0
840,454-Hearst-Ave_San-Francisco_CA_94112_M20780-40044,94112,3,1,1365,1395000,1022.0
841,3919-17th-St_San-Francisco_CA_94114_M17578-92855,94114,2,1,968,998000,1031.0
842,1433-Wayland-St_San-Francisco_CA_94134_M14646-83045,94134,4,2.5,1885,1159000,614.9
843,101-Poppy-Ln_San-Francisco_CA_94131_M21369-90300,94131,3,2.5,2415,2695000,1115.9
844,1000-3rd-St-Unit-612_San-Francisco_CA_94158_M14878-53501,94158,2,2,1276,1548000,1213.2
845,218-Edgewood-Ave_San-Francisco_CA_94117_M22045-69291,94117,4,3,2936,3750000,1277.2
846,529-Broderick-St-Unit-A_San-Francisco_CA_94117_M11583-09793,94117,1,1,500,650000,1300.0
847,261-Buena-Vista-Ave-E_San-Francisco_CA_94117_M25861-35276,94117,3,2,1600,1650000,1031.3
848,1310-1314-Greenwich-St-Unit-301_San-Francisco_CA_94109_M25882-97248,94109,2,1,1070,1395000,1303.7
849,65-Collingwood-St-Apt-4_San-Francisco_CA_94114_M18543-95718,94114,2,1,960,795000,828.1
850,318-Spear-St-IT5G_San-Francisco_CA_94105_M27765-01295,94105,1,1,538,675000,1254.6
851,18-Castro-St_San-Francisco_CA_94114_M28088-73478,94114,3,3.5,2374,1995000,840.4
852,2627-16th-Ave_San-Francisco_CA_94116_M29308-45244,94116,3,1.5,1600,1495000,934.4
853,1868-Van-Ness-Ave-Apt-803_San-Francisco_CA_94109_M21450-57473,94109,2,2,938,1598000,1703.6
854,2230-California-St_San-Francisco_CA_94115_M14356-87510,94115,1,1,744,788000,1059.1
855,3392A-16th-St_San-Francisco_CA_94114_M11329-42050,94114,2,2,1200,1295000,1079.2
856,2149-17th-Ave_San-Francisco_CA_94116_M16134-94177,94116,2,1,1763,1250000,709.0
857,39-Seward-St_San-Francisco_CA_94114_M22397-72645,94114,5,4,2982,3000000,1006.0
858,257-Joost-Ave_San-Francisco_CA_94131_M20659-57655,94131,3,2.5,2300,1250000,543.5
859,631-Folsom-St-Apt-16A_San-Francisco_CA_94107_M19419-19049,94107,2,2,1136,1395000,1228.0
860,338-Main-St-D9G_San-Francisco_CA_94105_M14115-76445,94105,2,2,1401,1695000,1209.9
861,2614-Jackson-St_San-Francisco_CA_94115_M14812-45570,94115,4,4.5,5240,6495000,1239.5
862,512-Capp-St_San-Francisco_CA_94110_M96321-59183,94110,5,4,1873,2248000,1200.2
863,2509-Filbert-St_San-Francisco_CA_94123_M25949-00996,94123,5,3.5,3210,4994000,1555.8
864,2551-39th-Ave_San-Francisco_CA_94116_M27578-19473,94116,3,1,1300,1098000,844.6
865,1250-Jones-St-Unit-1801_San-Francisco_CA_94109_M14991-07329,94109,2,2,1642,2650000,1613.9
866,815-Tennessee-St-Unit-513_San-Francisco_CA_94107_M90078-40983,94107,2,2,859,1300000,1513.4
867,767-Panorama-Dr_San-Francisco_CA_94131_M28489-71968,94131,3,2.5,1849,1995000,1079.0
868,479-27th-Ave_San-Francisco_CA_94121_M21286-55417,94121,2,1,1550,1099000,709.0
869,4565-19th-St_San-Francisco_CA_94114_M16698-66175,94114,5,3.5,4029,6000000,1489.2
870,1372-35th-Ave-1370_San-Francisco_CA_94122_M11773-71430,94122,4,3.5,2380,1638000,688.2
871,116-Wool-St_San-Francisco_CA_94110_M18090-20354,94110,3,2,1338,1649000,1232.4
872,156-Summit-Way_San-Francisco_CA_94132_M23161-37742,94132,3,2,1547,1225000,791.9
873,631-Ofarrell-St-Apt-605_San-Francisco_CA_94109_M25002-94140,94109,Studio,1,520,499000,959.6
874,655-5th-St-Apt-20_San-Francisco_CA_94107_M14788-30560,94107,1,2,986,825000,836.7
875,528-Stanyan-St_San-Francisco_CA_94117_M25061-10041,94117,6,2,5280,2925000,554.0
876,374-11th-St-Unit-4_San-Francisco_CA_94103_M10866-77041,94103,3,2.5,1798,1400000,778.6
877,400-Beale-St-Apt-1105_San-Francisco_CA_94105_M22384-45439,94105,1,1,847,730000,861.9
878,177-Townsend-St-Unit-535_San-Francisco_CA_94107_M28939-65380,94107,2,2,927,1049000,1131.6
879,401-Harrison-St-Apt-38A_San-Francisco_CA_94105_M26006-23134,94105,1,1,840,1285000,1529.8
880,1776-Grove-St_San-Francisco_CA_94117_M10681-17898,94117,3,2,1660,1550000,933.7
881,2123-Bush-St_San-Francisco_CA_94115_M18218-93551,94115,5,4,2860,3300000,1153.8
882,2470-15th-St_San-Francisco_CA_94114_M21172-92454,94114,6,4,3957,2450000,619.2
883,8300-Oceanview-Ter-Apt-303_San-Francisco_CA_94132_M15105-55126,94132,1,1,688,605000,879.4
884,788-Junipero-Serra-Blvd_San-Francisco_CA_94127_M16990-25812,94127,3,2,1504,1395000,927.5
885,150-32nd-Ave_San-Francisco_CA_94121_M21456-85953,94121,6,4,4861,4850000,997.7
886,175-Red-Rock-Way-Apt-209K_San-Francisco_CA_94131_M16544-07107,94131,Studio,1,474,492000,1038.0
887,1218-Leavenworth-St-Apt-6_San-Francisco_CA_94109_M28183-89315,94109,2,2,1172,1395000,1190.3
888,100-Farnum-St_San-Francisco_CA_94131_M18871-07024,94131,3,2,918,1195000,1301.7
889,215-Red-Rock-Way-Apt-207J_San-Francisco_CA_94131_M29489-98373,94131,1,1,744,669000,899.2
890,169-Alpine-Ter_San-Francisco_CA_94117_M10204-15903,94117,2,2,1930,2195000,1137.3
891,706-Douglass-St_San-Francisco_CA_94114_M20389-48070,94114,3,2,1895,1698000,896.0
892,2812-19th-St_San-Francisco_CA_94110_M21107-71403,94110,4,3,1713,1725000,1007.0
893,352-Roosevelt-Way_San-Francisco_CA_94114_M94448-24243,94114,1,1,455,598000,1314.3
894,37-Gladys-St_San-Francisco_CA_94110_M19760-46308,94110,2,2,1362,1295000,950.8
895,140-S-Van-Ness-Ave-Unit-1101_San-Francisco_CA_94103_M19734-41512,94103,3,2,1800,1625000,902.8
896,50-Lansing-St-Unit-313_San-Francisco_CA_94105_M24027-07201,94105,1,1,783,849000,1084.3
897,1-Grand-View-Ter_San-Francisco_CA_94114_M14490-86040,94114,3,2.5,1748,1499000,857.6
898,132-Corbett-Ave_San-Francisco_CA_94114_M28879-14878,94114,4,3,1850,2675000,1445.9
899,220-Lombard-St-Apt-419_San-Francisco_CA_94111_M27918-74247,94111,1,1,709,710000,1001.4
900,846-Junipero-Serra-Blvd_San-Francisco_CA_94127_M13196-84411,94127,3,3,1424,1579000,1108.8
901,147-Flood-Ave_San-Francisco_CA_94131_M14489-42296,94131,2,1,719,1089000,1514.6
902,400-Beale-St_San-Francisco_CA_94105_M25070-71252,94105,1,1,828,899000,1085.7
903,177-Idora-Ave_San-Francisco_CA_94127_M11483-29310,94127,2,1,1176,1398000,1188.8
904,200-Townsend-St-Unit-14_San-Francisco_CA_94107_M13429-37288,94107,1,1,735,850000,1156.5
905,1253-Alemany-Blvd_San-Francisco_CA_94112_M19608-67697,94112,5,3,2492,1095000,439.4
906,1341-Union-St-Apt-8_San-Francisco_CA_94109_M13719-20040,94109,1,1,878,799000,910.0
907,2683-15th-Ave_San-Francisco_CA_94127_M19222-42511,94127,3,3,2021,1850000,915.4
908,514-Church-St_San-Francisco_CA_94114_M10561-18265,94114,3,1,1675,1595000,952.2
909,524-526-Vallejo-St_San-Francisco_CA_94133_M11900-60868,94133,5,5.5,3713,4995000,1345.3
910,1187-Gilman-Ave_San-Francisco_CA_94124_M10095-65461,94124,2,1,836,799000,955.7
911,735-Geary-St-Apt-301_San-Francisco_CA_94109_M14681-27222,94109,1,1,822,629000,765.2
912,721-Rolph-St_San-Francisco_CA_94112_M21487-62579,94112,4,3,2041,1195000,585.5
913,791-793-9th-Ave_San-Francisco_CA_94118_M17004-21100,94118,2,2,1722,895000,519.7
914,280-Spear-St-27H_San-Francisco_CA_94105_M92489-59671,94105,Studio,1,668,875000,1309.9
915,2079-15th-St-2057_San-Francisco_CA_94114_M11838-92970,94114,Studio,1,1312,1350000,1029.0
916,1089-Gilman-Ave_San-Francisco_CA_94124_M24898-80495,94124,2,1,2045,1049000,513.0
917,2626-Filbert-St_San-Francisco_CA_94123_M25465-29802,94123,4,4.5,4185,18000000,4301.1
918,743-Carolina-St_San-Francisco_CA_94107_M21078-04160,94107,2,2,1225,2098000,1712.7
919,2187-California-St_San-Francisco_CA_94115_M14337-31494,94115,4,3.5,4200,4700000,1119.0
920,301-Mission-St-Apt-14H_San-Francisco_CA_94105_M13219-71480,94105,1,1,773,899000,1163.0
921,250-King-St-Unit-744_San-Francisco_CA_94107_M20842-20900,94107,2,2,1112,999000,898.4
922,1001-Pine-St-Unit-612_San-Francisco_CA_94109_M21702-29688,94109,Studio,1,450,549000,1220.0
923,989-20th-St-Unit-565_San-Francisco_CA_94107_M28147-36152,94107,1,1.5,835,850000,1018.0
924,2241-Sacramento-St-Apt-2_San-Francisco_CA_94115_M17621-56245,94115,3,2,2050,2195000,1070.7
925,900-Bush-St-Apt-806_San-Francisco_CA_94109_M18465-92311,94109,1,1,730,725000,993.2
926,355-1st-St-Unit-1707_San-Francisco_CA_94105_M17590-78365,94105,2,2,1166,1495000,1282.2
927,333-Grant-Ave-Apt-307_San-Francisco_CA_94108_M20258-56319,94108,1,1,676,785000,1161.2
928,332-Cresta-Vista-Dr_San-Francisco_CA_94127_M29044-86850,94127,3,2,1624,1399000,861.5
929,625-16th-Ave_San-Francisco_CA_94118_M10998-90706,94118,3,2.5,2092,1745000,834.1
930,3051-California-St_San-Francisco_CA_94115_M99239-44815,94115,2,2,1215,1230000,1012.3
931,201-Folsom-St-Apt-8H_San-Francisco_CA_94105_M25739-40719,94105,1,1,851,1050000,1233.8
932,301-Crescent-Ct-Apt-3215_San-Francisco_CA_94134_M24828-85991,94134,1,1,803,498000,620.2
933,953-S-Van-Ness-Ave-Apt-3_San-Francisco_CA_94110_M21519-82276,94110,2,2,1147,1249000,1088.9
934,1122-Page-St-Apt-3_San-Francisco_CA_94117_M27516-90095,94117,2,1,770,799000,1037.7
935,643-Anderson-St_San-Francisco_CA_94110_M16740-76891,94110,3,2,1196,1249000,1044.3
936,5150-Diamond-Heights-Blvd-Apt-201B_San-Francisco_CA_94131_M16224-32928,94131,2,1,990,798000,806.1
937,230-2nd-Ave-Unit-1_San-Francisco_CA_94118_M24216-25305,94118,4,3.5,2435,2249000,923.6
938,1736-Hayes-St_San-Francisco_CA_94117_M23321-33393,94117,2,1,1264,1195000,945.4
939,652-654-Guerrero-St_San-Francisco_CA_94110_M16482-03290,94110,4,2,2865,2495000,870.9
940,1928-23rd-Ave_San-Francisco_CA_94116_M17349-92522,94116,3,1,1500,1195000,796.7
941,349-Gold-Mine-Dr_San-Francisco_CA_94131_M13537-45483,94131,4,2.5,1898,1895000,998.4
942,1023-Church-St-Apt-1_San-Francisco_CA_94114_M29708-46121,94114,1,1,612,688000,1124.2
943,501-Beale-St-Unit-6D_San-Francisco_CA_94105_M14887-61887,94105,2,2,1259,1349000,1071.5
944,900-Bush-St-Apt-409_San-Francisco_CA_94109_M27516-60471,94109,1,1,632,647500,1024.5
945,2443-Clement-St-Apt-2_San-Francisco_CA_94121_M19246-35172,94121,1,1,590,749000,1269.5
946,1930-Sutter-St_San-Francisco_CA_94115_M11634-71233,94115,2,1.5,1163,1295000,1113.5
947,148-Villa-Ter_San-Francisco_CA_94114_M16116-29043,94114,1,1,832,839000,1008.4
948,122-8th-Ave_San-Francisco_CA_94118_M13899-62198,94118,4,3,2187,2095000,957.9
949,1655-Page-St_San-Francisco_CA_94117_M29559-75175,94117,4,2,2515,1888000,750.7
950,715-Ashbury-St_San-Francisco_CA_94117_M12611-78807,94117,5,2.5,2975,2675000,899.2
951,3891-18th-St_San-Francisco_CA_94114_M25918-51486,94114,4,2,2123,1795000,845.5
952,49-51-Barcelona-Ave_San-Francisco_CA_94115_M10530-11253,94115,7,5,4345,2900000,667.4
953,132-Cora-St_San-Francisco_CA_94134_M18773-17454,94134,2,1,900,899000,998.9
954,88-King-St-Unit-1409_San-Francisco_CA_94107_M13010-65286,94107,2,2,1105,1095000,991.0
955,50-Cotter-St_San-Francisco_CA_94112_M27987-55148,94112,3,1,1584,1199995,757.6
956,701-Minnesota-St-Apt-113_San-Francisco_CA_94107_M28694-82758,94107,2,1,1409,1395000,990.1
957,3321-3323-Scott-St_San-Francisco_CA_94123_M24722-21513,94123,5,3,3300,3995000,1210.6
958,2317-29th-Ave_San-Francisco_CA_94116_M21280-25045,94116,4,3,2046,1150000,562.1
959,1376-Masonic-Ave_San-Francisco_CA_94117_M14625-68423,94117,5,4,3000,3395000,1131.7
960,2047-44th-Ave_San-Francisco_CA_94116_M19635-81813,94116,3,2,1595,1295000,811.9
961,3128-Laguna-St_San-Francisco_CA_94123_M14690-34200,94123,2,1,1121,1495000,1333.6
962,680-27th-St_San-Francisco_CA_94131_M14122-38491,94131,3,2,1818,2395000,1317.4
963,2019-19th-St_San-Francisco_CA_94107_M27252-50445,94107,3,1,1460,1349000,924.0
964,649-Mississippi-St_San-Francisco_CA_94107_M23019-96986,94107,4,3,2080,1995000,959.1
